,open,close,high,low,prediction_h,prediction_l,cumulative_capital,trade_profit,cumulative_volume
248,69011.2,68841.0,69189.9,68824.3,69171.93937331438,68892.02761298418,308165.12314709293,[-2.5791780655079197],498000
249,68910.9,69011.3,69078.2,68895.0,68966.97313290834,68762.00121062994,310144.87314709293,[1979.75],500000
250,68966.7,68910.9,69054.5,68757.8,68966.97313290834,68762.00121062994,312141.65506554965,[1996.7819184567327],502000
251,69066.5,68963.8,69162.5,68915.4,68966.97313290834,68762.00121062994,314121.40506554965,[1979.75],504000
252,69168.0,69067.8,69276.2,69055.8,68966.97313290834,68762.00121062994,316101.15506554965,[1979.75],506000
253,69145.9,69167.9,69370.3,69124.0,68966.97313290834,68762.00121062994,318080.90506554965,[1979.75],508000
254,69220.2,69145.9,69327.3,69089.2,68966.97313290834,68762.00121062994,320060.65506554965,[1979.75],510000
255,69006.0,69220.2,69221.8,68904.0,68966.97313290834,68762.00121062994,322040.40506554965,[1979.75],512000
256,68800.7,69006.0,69111.3,68650.2,68966.97313290834,68762.00121062994,322037.7383294858,[-2.6667360638531754],514000
257,69043.9,68800.7,69057.1,68732.0,68966.97313290834,68762.00121062994,324033.4054374509,[1995.6671079650764],516000
258,69086.3,69043.8,69140.6,68805.8,68966.97313290834,68762.00121062994,326013.1554374509,[1979.75],518000
259,69103.3,69086.3,69198.0,68916.6,68966.97313290834,68762.00121062994,327992.9054374509,[1979.75],520000
260,69218.4,69103.2,69500.0,69103.2,68966.97313290834,68762.00121062994,329972.6554374509,[1979.75],522000
261,69294.7,69218.5,69311.2,69020.5,68966.97313290834,68762.00121062994,331952.4054374509,[1979.75],524000
262,69271.3,69294.6,69455.2,69160.0,68966.97313290834,68762.00121062994,333932.1554374509,[1979.75],526000
263,69080.1,69271.0,69397.8,68803.1,68966.97313290834,68762.00121062994,335911.9054374509,[1979.75],528000
264,69613.4,69080.1,69706.3,68910.9,68966.97313290834,68762.00121062994,337891.6554374509,[1979.75],530000
265,68775.8,69613.3,69626.2,68757.9,69138.5457918644,68884.35180926323,337886.1311143334,[-5.524323117497648],532000
266,69784.2,68776.3,70074.6,68516.4,68966.97313290834,68762.00121062994,339871.2331168014,[1985.102002468036],534000
267,69749.0,69784.3,70299.4,69524.8,68796.46420162916,68633.87864136696,341850.9831168014,[1979.75],536000
268,69087.4,69748.7,69787.9,69087.3,68796.46420162916,68633.87864136696,343830.7331168014,[1979.75],538000
269,68920.0,69087.3,69257.1,68849.3,68966.97313290834,68762.00121062994,345810.4831168014,[1979.75],540000
270,69018.2,68919.9,69189.4,68888.8,68966.97313290834,68762.00121062994,347790.2331168014,[1979.75],542000
271,69146.0,69016.7,69189.9,68913.9,68966.97313290834,68762.00121062994,349769.9831168014,[1979.75],544000
272,68914.6,69146.1,69333.0,68914.6,68966.97313290834,68762.00121062994,351749.7331168014,[1979.75],546000
273,69045.0,68914.6,69195.0,68810.6,68966.97313290834,68762.00121062994,353729.4831168014,[1979.75],548000
274,68719.9,69045.0,69224.9,68635.5,68966.97313290834,68762.00121062994,353725.63775166107,[-3.845365140350193],550000
275,68511.6,68719.9,68818.3,68450.4,68966.97313290834,68762.00121062994,353705.38775166107,[-20.250000000000018],552000
276,68394.2,68511.7,68617.4,68294.5,69171.93937331438,68892.02761298418,353685.13775166107,[-20.250000000000018],554000
277,68429.8,68392.2,68524.0,68219.6,69241.62510281801,69001.35454845428,353664.88775166107,[-20.250000000000018],556000
278,68483.1,68428.9,68800.0,68412.0,69171.93937331438,68892.02761298418,353644.63775166107,[-20.250000000000018],558000
279,67816.4,68483.0,68576.6,67809.3,68966.97313290834,68762.00121062994,353624.38775166107,[-20.250000000000018],560000
280,67767.6,67816.3,67872.0,67613.4,69241.62510281801,69001.35454845428,353604.13775166107,[-20.250000000000018],562000
281,67935.4,67767.7,67993.1,67767.6,68639.27520257235,68345.2344519794,353583.88775166107,[-20.250000000000018],564000
282,67818.2,67935.4,68003.0,67811.4,69171.93937331438,68892.02761298418,353563.63775166107,[-20.250000000000018],566000
283,67836.2,67819.0,67920.3,67754.6,69171.93937331438,68892.02761298418,353543.38775166107,[-20.250000000000018],568000
284,67740.7,67836.2,67839.8,67581.3,68966.97313290834,68762.00121062994,353523.13775166107,[-20.250000000000018],570000
285,67703.9,67740.7,67799.0,67267.1,68966.97313290834,68762.00121062994,353502.88775166107,[-20.250000000000018],572000
286,67881.7,67703.8,67881.7,67458.2,68966.97313290834,68762.00121062994,353482.63775166107,[-20.250000000000018],574000
287,68104.3,67881.7,68109.2,67829.7,68966.97313290834,68762.00121062994,353462.38775166107,[-20.250000000000018],576000
288,68147.2,68104.3,68214.1,67985.8,68966.97313290834,68762.00121062994,353442.13775166107,[-20.250000000000018],578000
289,68258.5,68147.1,68303.1,68019.1,69237.24194413424,68893.12989622355,353421.88775166107,[-20.250000000000018],580000
290,68161.8,68258.5,68472.3,68069.1,69237.24194413424,68893.12989622355,353401.63775166107,[-20.250000000000018],582000
291,67939.9,68162.7,68228.2,67795.1,68966.97313290834,68762.00121062994,353381.38775166107,[-20.250000000000018],584000
292,68254.2,67939.9,68314.2,67850.0,68966.97313290834,68762.00121062994,353361.13775166107,[-20.250000000000018],586000
293,67536.1,68254.2,68328.3,67467.2,68966.97313290834,68762.00121062994,353340.88775166107,[-20.250000000000018],588000
294,67536.9,67536.1,67589.1,67380.1,68966.97313290834,68762.00121062994,353320.63775166107,[-20.250000000000018],590000
295,67752.1,67535.8,67770.5,67404.4,69171.93937331438,68892.02761298418,353300.38775166107,[-20.250000000000018],592000
296,67720.0,67752.1,67809.9,67671.0,68966.97313290834,68762.00121062994,353280.13775166107,[-20.250000000000018],594000
297,67833.1,67720.0,67839.0,67720.0,68966.97313290834,68762.00121062994,353259.88775166107,[-20.250000000000018],596000
298,67721.9,67833.1,67840.0,67717.4,68966.97313290834,68762.00121062994,353239.63775166107,[-20.250000000000018],598000
299,67849.1,67722.0,67866.7,67721.9,68966.97313290834,68762.00121062994,353219.38775166107,[-20.250000000000018],600000
300,67788.1,67848.6,67848.6,67738.6,68966.97313290834,68762.00121062994,353199.13775166107,[-20.250000000000018],602000
301,67728.5,67788.0,67811.3,67721.7,68966.97313290834,68762.00121062994,353178.88775166107,[-20.250000000000018],604000
302,67754.7,67728.5,67815.4,67637.9,68966.97313290834,68762.00121062994,353158.63775166107,[-20.250000000000018],606000
303,67882.4,67754.6,67895.9,67708.4,68966.97313290834,68762.00121062994,353138.38775166107,[-20.250000000000018],608000
304,67757.8,67882.4,67913.6,67734.5,68966.97313290834,68762.00121062994,353118.13775166107,[-20.250000000000018],610000
305,67764.2,67757.8,67822.7,67720.0,68966.97313290834,68762.00121062994,353097.88775166107,[-20.250000000000018],612000
306,67756.9,67764.2,67890.0,67715.0,68966.97313290834,68762.00121062994,353077.63775166107,[-20.250000000000018],614000
307,67797.7,67756.9,67822.1,67712.6,68966.97313290834,68762.00121062994,353057.38775166107,[-20.250000000000018],616000
308,67754.6,67797.7,67797.7,67711.0,68966.97313290834,68762.00121062994,353037.13775166107,[-20.250000000000018],618000
309,67755.0,67754.7,67787.7,67680.0,68966.97313290834,68762.00121062994,353016.88775166107,[-20.250000000000018],620000
310,67788.1,67755.0,67826.9,67728.7,68966.97313290834,68762.00121062994,352996.63775166107,[-20.250000000000018],622000
311,67691.9,67788.1,67851.9,67548.0,68966.97313290834,68762.00121062994,352976.38775166107,[-20.250000000000018],624000
312,67684.0,67691.8,67724.0,67608.2,68966.97313290834,68762.00121062994,352956.13775166107,[-20.250000000000018],626000
313,67802.5,67683.9,67817.4,67665.5,68966.97313290834,68762.00121062994,352935.88775166107,[-20.250000000000018],628000
314,67700.0,67802.5,67860.7,67669.1,68966.97313290834,68762.00121062994,352915.63775166107,[-20.250000000000018],630000
315,67717.5,67700.0,67839.7,67699.9,68966.97313290834,68762.00121062994,352895.38775166107,[-20.250000000000018],632000
316,67661.6,67717.5,67872.0,67644.2,68966.97313290834,68762.00121062994,352875.13775166107,[-20.250000000000018],634000
317,67631.9,67661.6,67702.8,67631.9,68966.97313290834,68762.00121062994,352854.88775166107,[-20.250000000000018],636000
318,67708.2,67630.5,67750.0,67625.0,69060.3283251524,68832.99336493015,352834.63775166107,[-20.250000000000018],638000
319,67706.2,67708.1,67754.5,67637.3,68966.97313290834,68762.00121062994,352814.38775166107,[-20.250000000000018],640000
320,67620.5,67706.3,67743.4,67599.8,68966.97313290834,68762.00121062994,352794.13775166107,[-20.250000000000018],642000
321,67688.1,67620.4,67737.6,67557.9,68966.97313290834,68762.00121062994,352773.88775166107,[-20.250000000000018],644000
322,67683.4,67688.0,67726.9,67601.4,68966.97313290834,68762.00121062994,352753.63775166107,[-20.250000000000018],646000
323,67671.3,67683.4,67800.0,67587.2,68966.97313290834,68762.00121062994,352733.38775166107,[-20.250000000000018],648000
324,67716.3,67671.3,67771.3,67657.6,68966.97313290834,68762.00121062994,352713.13775166107,[-20.250000000000018],650000
325,67725.8,67716.3,67761.2,67617.0,68966.97313290834,68762.00121062994,352692.88775166107,[-20.250000000000018],652000
326,67557.9,67725.7,67740.0,67542.3,68966.97313290834,68762.00121062994,352672.63775166107,[-20.250000000000018],654000
327,67649.4,67557.9,67712.1,67441.6,69060.3283251524,68832.99336493015,352652.38775166107,[-20.250000000000018],656000
328,67542.6,67649.4,67689.6,67499.9,68966.97313290834,68762.00121062994,352632.13775166107,[-20.250000000000018],658000
329,67509.8,67542.5,67600.0,67236.0,69060.3283251524,68832.99336493015,352611.88775166107,[-20.250000000000018],660000
330,67570.9,67509.8,67667.5,67500.0,69060.3283251524,68832.99336493015,352591.63775166107,[-20.250000000000018],662000
331,67709.8,67570.9,67718.4,67519.3,68966.97313290834,68762.00121062994,352571.38775166107,[-20.250000000000018],664000
332,67684.6,67709.8,67814.3,67601.1,68966.97313290834,68762.00121062994,352551.13775166107,[-20.250000000000018],666000
333,67411.0,67681.2,68002.3,67345.1,68966.97313290834,68762.00121062994,352530.88775166107,[-20.250000000000018],668000
334,67342.7,67410.2,67444.0,67177.9,69060.3283251524,68832.99336493015,352510.63775166107,[-20.250000000000018],670000
