ts,o,h,l,c,vol,volCcy,volCcyQuote,confirm
1718384100000,65423.6,65490.7,65240.0,65291.2,59.73691369,3904056.821932427,3904056.821932427,1
1718383800000,65424.0,65584.0,65405.9,65423.7,82.52765512,5406233.079698522,5406233.079698522,1
1718383500000,65275.0,65423.9,65189.2,65423.9,68.88225627,4499001.526643486,4499001.526643486,1
1718383200000,65345.2,65500.0,65188.0,65280.2,102.6449679,6701445.729975984,6701445.729975984,1
1718382900000,65305.2,65518.7,65268.7,65350.1,118.79891414,7764299.336704094,7764299.336704094,1
1718382600000,65319.9,65472.5,65288.4,65305.3,111.90967815,7314635.91442489,7314635.91442489,1
1718382300000,65700.0,65764.4,65272.4,65319.9,160.94177156,10540481.530318437,10540481.530318437,1
1718382000000,65823.6,65943.2,65700.0,65700.1,35.16919955,2315057.889937056,2315057.889937056,1
1718381700000,65825.8,65967.6,65681.8,65820.1,75.54034562,4971785.52482168,4971785.52482168,1
1718381400000,65769.2,66120.0,65740.2,65822.9,198.36049299,13084210.055608764,13084210.055608764,1
1718381100000,66368.0,66387.5,65441.4,65769.2,615.78881475,40591198.761750795,40591198.761750795,1
1718380800000,66389.9,66524.9,66364.0,66368.1,23.10143712,1535268.220478316,1535268.220478316,1
1718380500000,66434.5,66443.9,66338.0,66388.3,39.67327837,2633724.356565487,2633724.356565487,1
1718380200000,66518.3,66536.0,66385.0,66434.4,47.36096023,3146183.211544572,3146183.211544572,1
1718379900000,66644.0,66682.5,66466.9,66519.9,109.35795033,7277836.264847072,7277836.264847072,1
1718379600000,66850.0,66853.1,66644.0,66644.0,49.25557635,3287688.774935819,3287688.774935819,1
1718379300000,66952.8,66994.4,66850.0,66850.0,9.86720292,660261.414097387,660261.414097387,1
1718379000000,66914.5,67053.9,66914.5,66952.9,25.93235421,1736994.729500456,1736994.729500456,1
1718378700000,66847.0,66957.5,66838.2,66913.6,15.45707028,1034254.671547678,1034254.671547678,1
1718378400000,66842.2,66880.6,66805.0,66847.1,5.0638717,338486.976510131,338486.976510131,1
1718378100000,66843.8,66890.3,66753.8,66847.0,23.06033518,1541187.611410895,1541187.611410895,1
1718377800000,66804.8,66853.2,66790.5,66843.8,12.68823932,847939.746983266,847939.746983266,1
1718377500000,66900.1,66936.2,66772.7,66809.9,12.05349308,805500.156127119,805500.156127119,1
1718377200000,66983.8,66997.7,66855.1,66898.9,12.26824741,821147.216083875,821147.216083875,1
1718376900000,66949.5,67014.0,66949.5,66983.8,9.49611681,636060.544340818,636060.544340818,1
1718376600000,66890.1,66987.4,66877.3,66951.7,13.33211732,892464.809278407,892464.809278407,1
1718376300000,66849.9,66909.0,66751.1,66890.2,50.02244699,3342664.182184361,3342664.182184361,1
1718376000000,66796.4,66850.0,66666.6,66850.0,33.96779999,2268746.768645415,2268746.768645415,1
1718375700000,66744.1,66841.2,66612.9,66799.7,35.01325689,2336975.255310914,2336975.255310914,1
1718375400000,66691.4,66759.0,66553.1,66744.1,39.02270247,2600812.66027187,2600812.66027187,1
1718375100000,66789.8,66816.4,66599.5,66694.5,100.48066773,6701533.973808392,6701533.973808392,1
1718374800000,66900.0,66917.2,66776.0,66789.9,36.35460554,2429043.483796375,2429043.483796375,1
1718374500000,66981.5,67038.7,66892.0,66900.1,26.90395747,1800760.881878374,1800760.881878374,1
1718374200000,66978.9,67018.9,66935.1,66979.6,8.486084,568314.871306235,568314.871306235,1
1718373900000,66962.3,67099.6,66938.2,66978.9,18.90030888,1266608.449346199,1266608.449346199,1
1718373600000,67071.3,67119.9,66910.6,66962.3,54.74886258,3667158.081184777,3667158.081184777,1
1718373300000,67196.1,67211.9,67066.7,67070.7,8.70106889,584018.357466381,584018.357466381,1
1718373000000,67158.4,67230.0,67138.1,67196.2,7.70869207,517874.06272314,517874.06272314,1
1718372700000,67175.6,67208.0,67117.1,67155.5,15.75886578,1058520.726579429,1058520.726579429,1
1718372400000,67223.5,67263.9,67143.9,67170.6,31.02910406,2085338.49096368,2085338.49096368,1
