ts,o,h,l,c,vol,volCcy,volCcyQuote,confirm
1718380800000,66389.9,66524.9,65068.0,65404.4,1998.14385806,131164782.82527895,131164782.82527895,1
1718373600000,67071.3,67119.9,66338.0,66388.3,788.76750605,52642349.09150589,52642349.09150589,1
1718366400000,67039.9,67366.3,66950.0,67070.7,655.27667444,44007583.07062473,44007583.07062473,1
1718359200000,66921.5,67099.0,66776.0,67038.8,219.73113835,14710918.582553485,14710918.582553485,1
1718352000000,66908.9,67266.0,66864.3,66921.5,292.39796699,19613545.37385824,19613545.37385824,1
1718344800000,67065.3,67121.2,66878.5,66908.8,440.82074834,29529542.2084983,29529542.2084983,1
1718337600000,66748.0,67210.7,66710.0,67058.4,412.47124461,27604810.674058665,27604810.674058665,1
1718330400000,66797.9,67032.0,66672.9,66748.0,361.48566439,24154880.205026668,24154880.205026668,1
1718323200000,66775.6,66896.0,66468.3,66797.9,353.38741418,23563311.047168106,23563311.047168106,1
1718316000000,66973.4,66987.5,66679.6,66775.7,137.10460766,9164878.397999184,9164878.397999184,1
1718308800000,66602.0,66973.4,66522.1,66973.4,177.71622834,11855437.123834979,11855437.123834979,1
1718301600000,66916.1,66981.6,66585.2,66606.8,349.33909125,23332338.50534885,23332338.50534885,1
1718294400000,66458.1,67070.0,66258.0,66918.5,888.08471155,59223233.85228358,59223233.85228358,1
1718287200000,67591.4,67734.7,66333.0,66460.0,1340.9119666,89818422.74504386,89818422.74504386,1
1718280000000,67744.9,68458.0,67455.1,67591.5,1375.02880757,93421992.44238341,93421992.44238341,1
1718272800000,67422.0,67981.4,67230.7,67745.4,374.39320858,25354918.486018755,25354918.486018755,1
1718265600000,67737.5,67765.4,67173.8,67421.8,356.96818345,24088838.052801043,24088838.052801043,1
1718258400000,67607.6,67743.9,67314.2,67738.3,301.13130906,20338546.0369511,20338546.0369511,1
1718251200000,67463.9,67715.2,67329.2,67607.5,810.93943098,54793095.19885518,54793095.19885518,1
1718244000000,67990.7,68175.0,66950.1,67463.9,1023.20608416,68977230.82636455,68977230.82636455,1
1718236800000,68267.6,68401.4,67929.4,67988.9,283.21758663,19299507.39178783,19299507.39178783,1
1718229600000,68531.8,68539.9,68123.2,68269.8,182.24787851,12448842.815869953,12448842.815869953,1
1718222400000,67538.5,68666.6,67427.6,68531.8,439.88299458,29932936.670054793,29932936.670054793,1
1718215200000,69801.1,69818.7,67244.0,67536.4,2396.73477859,164588712.4486367,164588712.4486367,1
1718208000000,69734.9,69871.7,69284.0,69801.1,552.65885761,38458539.155048616,38458539.155048616,1
1718200800000,69325.1,70000.0,69300.0,69728.9,783.75991303,54671511.03263069,54671511.03263069,1
1718193600000,67786.5,69660.0,67744.1,69325.1,2164.4372339,149413127.62609464,149413127.62609464,1
1718186400000,67747.1,68055.0,67713.9,67785.5,479.96778181,32593745.503808867,32593745.503808867,1
1718179200000,67459.1,67800.0,67351.3,67747.1,549.57007238,37112603.475590385,37112603.475590385,1
