ts,o,h,l,c,vol,volCcy,volCcyQuote,confirm
1718374140000,67044.0,67052.0,66959.9,66994.5,3.92191967,262763.52714922,262763.52714922,1
1718373960000,66952.2,67099.6,66938.2,67039.8,15.24506831,1021726.702307417,1021726.702307417,1
1718373780000,66992.1,67011.1,66910.6,66952.3,32.76168593,2193584.023065046,2193584.023065046,1
1718373600000,67071.3,67119.9,66950.0,66988.6,23.49597056,1574631.064204846,1574631.064204846,1
1718373420000,67149.9,67149.9,67066.7,67070.7,7.11853695,477692.689248891,477692.689248891,1
1718373240000,67203.8,67230.0,67139.1,67151.1,4.10658671,275951.508022015,275951.508022015,1
1718373060000,67175.8,67209.0,67140.9,67203.7,4.83111037,324506.692009937,324506.692009937,1
1718372880000,67157.2,67176.2,67117.1,67173.5,3.44360172,231206.348924519,231206.348924519,1
1718372700000,67175.6,67208.0,67155.2,67157.3,12.66879099,851055.908563588,851055.908563588,1
1718372520000,67246.6,67246.6,67143.9,67170.6,15.26918016,1025913.764865181,1025913.764865181,1
1718372340000,67227.6,67263.9,67188.0,67246.6,16.7349142,1124983.829349403,1124983.829349403,1
1718372160000,67275.4,67275.4,67135.4,67227.6,13.9746765,938954.388339605,938954.388339605,1
1718371980000,67271.1,67366.3,67232.0,67275.3,27.37527057,1842555.539870048,1842555.539870048,1
1718371800000,67332.7,67332.8,67237.2,67271.2,34.14785793,2297553.145031631,2297553.145031631,1
1718371620000,67273.4,67332.8,67229.4,67332.7,46.19843793,3108403.19068707,3108403.19068707,1
1718371440000,67238.1,67280.0,67233.5,67273.4,18.96272045,1275530.576352184,1275530.576352184,1
1718371260000,67192.0,67247.9,67181.0,67238.0,17.62263265,1184462.064855891,1184462.064855891,1
1718371080000,67114.2,67199.4,67114.2,67192.1,24.36176037,1636683.401293523,1636683.401293523,1
1718370900000,67035.1,67121.8,67035.1,67114.2,4.90138492,328778.288610091,328778.288610091,1
1718370720000,66968.1,67035.1,66950.0,67035.1,17.06147003,1143059.568657234,1143059.568657234,1
1718370540000,67023.2,67023.3,66950.1,66968.0,17.4119396,1166260.859840262,1166260.859840262,1
1718370360000,67121.8,67121.8,67021.4,67023.3,22.16945522,1486414.801024021,1486414.801024021,1
1718370180000,67138.3,67138.3,67103.1,67121.8,10.35922021,695321.661602335,695321.661602335,1
1718370000000,67077.7,67138.3,67063.9,67138.2,14.15270335,949507.371636085,949507.371636085,1
1718369820000,67095.7,67098.5,67040.5,67077.8,18.37658558,1232466.284417262,1232466.284417262,1
1718369640000,67050.9,67095.8,67050.9,67095.8,4.99978579,335337.693494075,335337.693494075,1
1718369460000,67016.4,67052.0,66975.7,67050.8,20.64722731,1383472.208607611,1383472.208607611,1
1718369280000,67062.7,67062.8,66994.5,67020.1,24.74442009,1658377.414679536,1658377.414679536,1
1718369100000,67062.9,67110.1,67062.7,67062.8,18.57437992,1245998.327778389,1245998.327778389,1
1718368920000,67100.4,67108.5,67052.0,67062.9,9.62311046,645516.289306099,645516.289306099,1
1718368740000,67132.2,67140.1,67086.7,67100.4,14.03008348,941823.188506496,941823.188506496,1
1718368560000,67101.3,67145.1,67085.0,67130.2,3.95552662,265457.406513805,265457.406513805,1
1718368380000,67164.7,67164.7,67088.0,67100.2,21.03562017,1412032.553717141,1412032.553717141,1
1718368200000,67199.6,67239.9,67164.8,67164.8,17.01509032,1143556.88035715,1143556.88035715,1
1718368020000,67255.9,67255.9,67150.0,67199.6,27.45623104,1845208.287138331,1845208.287138331,1
1718367840000,67279.0,67293.3,67251.3,67256.1,18.53454677,1246920.803126069,1246920.803126069,1
1718367660000,67267.4,67284.7,67243.8,67279.0,6.47065684,435252.609419253,435252.609419253,1
1718367480000,67214.2,67282.5,67189.0,67267.5,19.25106916,1294332.486114601,1294332.486114601,1
1718367300000,67164.8,67214.2,67150.8,67214.2,24.74219941,1662622.200610122,1662622.200610122,1
1718367120000,67089.7,67178.3,67087.2,67164.8,32.44622076,2178657.316800041,2178657.316800041,1
1718366940000,67028.2,67089.8,66981.3,67089.8,14.39801544,964919.858557507,964919.858557507,1
1718366760000,67098.0,67119.4,67028.2,67028.2,14.69905282,986260.185757176,986260.185757176,1
1718366580000,67004.3,67098.0,67004.3,67097.9,6.17208379,413800.219521558,413800.219521558,1
1718366400000,67039.9,67060.3,67004.2,67004.2,5.23251784,350775.257418994,350775.257418994,1
1718366220000,67042.6,67042.6,67000.1,67038.8,4.02351392,269652.879999474,269652.879999474,1
1718366040000,67080.0,67083.0,67039.8,67042.7,5.93806576,398282.124850047,398282.124850047,1
1718365860000,67077.5,67099.0,67072.7,67080.0,4.99621748,335168.640036687,335168.640036687,1
1718365680000,67038.6,67099.0,67038.6,67077.5,6.06910923,407149.772290455,407149.772290455,1
1718365500000,67021.3,67069.3,67021.1,67038.6,5.22503469,350283.241485324,350283.241485324,1
1718365320000,67059.4,67074.7,67021.2,67021.3,4.62946755,310366.545976733,310366.545976733,1
1718365140000,67028.2,67069.8,67017.7,67052.4,17.31403313,1160968.86483291,1160968.86483291,1
1718364960000,67083.6,67099.0,67028.2,67028.2,4.97843874,333914.612578252,333914.612578252,1
1718364780000,67048.2,67083.6,67020.6,67083.6,9.38824511,629521.899815192,629521.899815192,1
1718364600000,67066.5,67082.0,67036.1,67048.2,4.64765466,311649.168431748,311649.168431748,1
1718364420000,67007.0,67066.6,66993.2,67066.4,7.37507786,494387.611322996,494387.611322996,1
1718364240000,66932.1,67007.1,66932.1,67007.1,3.39874964,227606.630225321,227606.630225321,1
1718364060000,66929.9,66937.6,66916.1,66932.1,10.01998527,670645.890738378,670645.890738378,1
1718363880000,66920.4,66932.5,66908.4,66930.0,5.72415326,383057.22668106,383057.22668106,1
1718363700000,66908.1,66969.6,66900.9,66914.6,6.16250538,412579.666745785,412579.666745785,1
1718363520000,66862.0,66933.1,66850.5,66910.9,2.82208606,188829.272387543,188829.272387543,1
1718363340000,66840.1,66894.3,66816.1,66864.2,7.4062464,495196.184039821,495196.184039821,1
1718363160000,66920.6,66920.6,66776.0,66838.2,20.51017823,1369978.10686688,1369978.10686688,1
1718362980000,66896.3,66924.0,66884.1,66920.6,3.92064262,262325.582208316,262325.582208316,1
1718362800000,66865.3,66896.4,66844.0,66896.4,5.64069547,377209.642050252,377209.642050252,1
1718362620000,66887.8,66907.2,66865.0,66865.0,1.91062453,127805.700149809,127805.700149809,1
1718362440000,66900.0,66928.3,66885.4,66887.9,5.24536835,350934.642437566,350934.642437566,1
1718362260000,66878.4,66900.0,66878.3,66900.0,1.57896516,105617.889837833,105617.889837833,1
1718362080000,66860.9,66886.2,66860.0,66878.3,2.88064163,192629.316322299,192629.316322299,1
1718361900000,66880.3,66898.7,66860.9,66861.0,8.0206337,536455.324268889,536455.324268889,1
1718361720000,66863.2,66894.2,66860.6,66880.9,1.48029727,99000.690447417,99000.690447417,1
1718361540000,66893.1,66903.2,66863.1,66863.1,3.48482756,233059.915120205,233059.915120205,1
1718361360000,66905.9,66907.5,66870.5,66893.0,1.90154829,127197.484701321,127197.484701321,1
1718361180000,66895.0,66911.6,66880.8,66908.0,2.81067158,188022.306499651,188022.306499651,1
1718361000000,66934.5,66941.3,66890.7,66899.4,5.16501438,345560.303428208,345560.303428208,1
