ts,o,h,l,c,vol,volCcy,volCcyQuote,confirm
1718265600000,67737.5,67765.4,67512.2,67576.9,162.68728195,11002351.23485779,11002351.23485779,1
1718262000000,67520.1,67743.9,67409.9,67738.3,156.70716536,10596480.029870754,10596480.029870754,1
1718258400000,67607.6,67615.6,67314.2,67520.0,144.4241437,9742066.007080344,9742066.007080344,1
1718254800000,67336.0,67702.8,67329.2,67607.5,354.83579703,23984343.344387177,23984343.344387177,1
1718251200000,67463.9,67715.2,67335.3,67336.0,456.10363395,30808751.854467995,30808751.854467995,1
1718247600000,67729.2,67851.7,66950.1,67463.9,760.89030918,51166288.45579896,51166288.45579896,1
1718244000000,67990.7,68175.0,67679.9,67729.3,262.31577498,17810942.370565586,17810942.370565586,1
1718240400000,68330.4,68364.2,67929.4,67988.9,141.13898087,9611245.672776995,9611245.672776995,1
1718236800000,68267.6,68401.4,68004.2,68326.3,142.07860576,9688261.719010834,9688261.719010834,1
1718233200000,68346.3,68351.9,68123.2,68269.8,76.81204219,5240603.548809869,5240603.548809869,1
1718229600000,68531.8,68539.9,68264.3,68346.3,105.43583632,7208239.267060084,7208239.267060084,1
1718226000000,68100.1,68666.6,68093.7,68531.8,144.10274975,9857240.470646497,9857240.470646497,1
1718222400000,67538.5,68300.0,67427.6,68100.1,295.78024483,20075696.199408296,20075696.199408296,1
1718218800000,68824.2,69230.6,67244.0,67536.4,1087.41884961,74067270.39856353,74067270.39856353,1
1718215200000,69801.1,69818.7,68580.5,68824.2,1309.31592898,90521442.05007318,90521442.05007318,1
1718211600000,69612.0,69871.7,69488.0,69801.1,235.84846789,16431791.488174208,16431791.488174208,1
1718208000000,69734.9,69791.2,69284.0,69611.9,316.81038972,22026747.66687441,22026747.66687441,1
1718204400000,69955.3,70000.0,69543.6,69728.9,296.45736619,20688926.012292314,20688926.012292314,1
1718200800000,69325.1,69980.0,69300.0,69956.8,487.30254684,33982585.02033837,33982585.02033837,1
