ts,o,h,l,c,vol,volCcy,volCcyQuote,confirm
1718382600000,65319.9,65584.0,65188.0,65291.2,544.50038527,35589672.4093794,35589672.4093794,1
1718380800000,66389.9,66524.9,65272.4,65319.9,1108.90206159,73038001.98291504,73038001.98291504,1
1718379000000,66914.5,67053.9,66338.0,66388.3,281.44732241,18742688.751490794,18742688.751490794,1
1718377200000,66983.8,66997.7,66753.8,66913.6,80.59125697,5388516.378662964,5388516.378662964,1
1718375400000,66691.4,67014.0,66553.1,66983.8,180.85444047,12077724.220031785,12077724.220031785,1
1718373600000,67071.3,67119.9,66599.5,66694.5,245.8744862,16433419.741320351,16433419.741320351,1
1718371800000,67332.7,67366.3,67066.7,67070.7,139.6705261,9390373.814224819,9390373.814224819,1
1718370000000,67077.7,67332.8,66950.0,67332.7,193.20172473,12974421.784558697,12974421.784558697,1
1718368200000,67199.6,67239.9,66975.7,67077.8,153.00182974,10264038.247377563,10264038.247377563,1
1718366400000,67039.9,67293.3,66981.3,67199.6,169.40259387,11378749.224463653,11378749.224463653,1
1718364600000,67066.5,67099.0,67000.1,67038.8,67.20978027,4506957.750296822,4506957.750296822,1
1718362800000,66865.3,67066.6,66776.0,67066.4,72.98032019,4881815.813266352,4881815.813266352,1
1718361000000,66934.5,66941.3,66860.0,66865.0,34.47859245,2306283.573213198,2306283.573213198,1
1718359200000,66921.5,67021.0,66833.0,66931.9,45.06244544,3015861.445777113,3015861.445777113,1
1718357400000,67068.0,67074.2,66900.0,66921.5,63.86785474,4277097.731126575,4277097.731126575,1
1718355600000,67149.1,67149.1,66992.6,67068.1,75.28745623,5048295.262350798,5048295.262350798,1
1718353800000,67143.9,67228.3,67071.8,67151.9,58.2480648,3911801.763549829,3911801.763549829,1
1718352000000,66908.9,67266.0,66864.3,67149.6,94.99459122,6376350.616831037,6376350.616831037,1
1718350200000,66943.8,67099.0,66895.3,66908.8,160.45325806,10747728.903143514,10747728.903143514,1
1718348400000,66960.0,67064.8,66940.0,66943.8,128.36813945,8598737.48150836,8598737.48150836,1
1718346600000,66918.1,67058.4,66878.5,66960.1,84.77902054,5677385.854762939,5677385.854762939,1
1718344800000,67065.3,67121.2,66900.1,66913.2,67.22033029,4505689.969083486,4505689.969083486,1
1718343000000,66834.0,67210.7,66816.1,67058.4,247.34891528,16581912.211959666,16581912.211959666,1
1718341200000,66714.3,66835.0,66710.3,66834.0,21.05557916,1406215.071883782,1406215.071883782,1
1718339400000,66829.4,66834.6,66710.0,66714.4,104.61399388,6981915.571725691,6981915.571725691,1
1718337600000,66748.0,66835.4,66733.4,66828.3,39.45275629,2634767.818489528,2634767.818489528,1
1718335800000,66727.2,66779.9,66672.9,66748.0,52.29495176,3489467.693745691,3489467.693745691,1
1718334000000,66953.3,66991.2,66713.0,66727.8,77.73786008,5195083.956136133,5195083.956136133,1
1718332200000,66802.7,67032.0,66774.4,66956.0,134.84648727,9018213.26212828,9018213.26212828,1
1718330400000,66797.9,66872.0,66699.5,66802.6,96.60636528,6452115.293016563,6452115.293016563,1
1718328600000,66624.3,66831.0,66468.3,66797.9,102.20713703,6808822.58546113,6808822.58546113,1
1718326800000,66711.6,66754.4,66541.0,66620.2,78.10649193,5207039.597583843,5207039.597583843,1
1718325000000,66781.4,66795.8,66594.6,66709.4,103.02754315,6871378.804208859,6871378.804208859,1
1718323200000,66775.6,66896.0,66650.0,66781.4,70.04624207,4676070.059914272,4676070.059914272,1
1718321400000,66879.5,66908.0,66744.1,66775.7,41.60289906,2779958.61531107,2779958.61531107,1
1718319600000,66885.9,66897.9,66679.6,66879.5,42.88116185,2863321.018938197,2863321.018938197,1
1718317800000,66908.2,66987.5,66855.5,66885.9,25.01170954,1674197.456393606,1674197.456393606,1
1718316000000,66973.4,66973.5,66837.8,66908.3,27.60883721,1847401.307356311,1847401.307356311,1
1718314200000,66704.3,66973.4,66704.3,66973.4,17.12463648,1145376.585192326,1145376.585192326,1
1718312400000,66713.1,66809.9,66676.9,66704.3,35.26852404,2354310.328660827,2354310.328660827,1
1718310600000,66692.2,66713.0,66522.1,66713.0,43.04595791,2867960.188723326,2867960.188723326,1
1718308800000,66602.0,66804.0,66574.1,66692.2,82.27710991,5487790.021258499,5487790.021258499,1
1718307000000,66830.1,66830.2,66585.2,66606.8,100.33347197,6691037.421465871,6691037.421465871,1
1718305200000,66854.6,66887.3,66672.0,66830.2,75.71717645,5055650.731227382,5055650.731227382,1
1718303400000,66864.0,66934.7,66685.1,66860.5,60.37767341,4034095.883595763,4034095.883595763,1
1718301600000,66916.1,66981.6,66743.8,66864.0,112.91076942,7551554.469059833,7551554.469059833,1
1718299800000,66724.1,66935.7,66640.1,66918.5,125.04262724,8356622.421202584,8356622.421202584,1
1718298000000,66979.5,67070.0,66710.0,66724.1,122.27612673,8181023.65212825,8181023.65212825,1
1718296200000,66660.2,67025.4,66567.1,66979.5,164.66622989,10992236.25239944,10992236.25239944,1
1718294400000,66458.1,66824.7,66258.0,66660.3,476.09972769,31693351.526553307,31693351.526553307,1
