ts,o,h,l,c,vol,volCcy,volCcyQuote,confirm
1717174500000,67134.4,67222.2,67108.1,67197.6,24.16000321,1622262.803410379,1622262.803410379,1
1717174200000,67016.0,67168.9,67016.0,67134.3,67.83346417,4550897.050593701,4550897.050593701,1
1717173900000,66944.1,67064.5,66944.1,67014.5,21.35324002,1430837.391627955,1430837.391627955,1
1717173600000,66952.5,66984.0,66873.9,66947.5,25.72629006,1721995.956257542,1721995.956257542,1
1717173300000,67064.9,67064.9,66892.5,66952.5,73.00700827,4890031.656218729,4890031.656218729,1
1717173000000,66988.0,67111.1,66972.5,67065.0,60.28905871,4041282.225816749,4041282.225816749,1
1717172700000,66870.7,67036.0,66848.1,66988.1,74.18033378,4966616.205558385,4966616.205558385,1
1717172400000,66706.9,66875.6,66673.8,66871.9,73.4762007,4904189.540887802,4904189.540887802,1
1717172100000,66817.0,66907.3,66654.1,66704.1,125.20228725,8359543.273830954,8359543.273830954,1
1717171800000,66844.3,66948.0,66800.0,66816.0,101.56284326,6791474.368008141,6791474.368008141,1
1717171500000,67209.1,67259.9,66830.0,66844.3,182.95021639,12251469.726503866,12251469.726503866,1
1717171200000,67209.7,67346.9,67000.0,67209.0,162.09022246,10879937.942600748,10879937.942600748,1
1717170900000,67313.3,67344.0,67200.1,67209.6,58.32136293,3922760.016174002,3922760.016174002,1
1717170600000,67372.2,67388.0,67280.0,67310.0,33.5650412,2259569.474056887,2259569.474056887,1
1717170300000,67421.2,67421.2,67314.9,67372.2,9.3236893,628157.82778549,628157.82778549,1
1717170000000,67376.0,67437.6,67340.5,67421.3,7.58226956,510910.355215524,510910.355215524,1
1717169700000,67372.6,67420.4,67318.4,67376.1,33.40126373,2249984.076860863,2249984.076860863,1
1717169400000,67455.1,67466.8,67212.0,67373.3,65.36662534,4400897.446387642,4400897.446387642,1
1717169100000,67436.1,67488.9,67388.0,67454.8,33.50589871,2259791.716352138,2259791.716352138,1
1717168800000,67401.5,67484.8,67391.6,67441.1,22.02389989,1485015.526067128,1485015.526067128,1
1717168500000,67316.0,67407.6,67240.0,67401.5,41.10387725,2766235.411102841,2766235.411102841,1
1717168200000,67389.1,67444.7,67304.2,67315.9,22.73364044,1531211.278168277,1531211.278168277,1
1717167900000,67404.2,67448.1,67340.0,67387.4,26.37666975,1777579.538416644,1777579.538416644,1
1717167600000,67488.0,67539.9,67401.1,67401.1,40.81576381,2754070.202768309,2754070.202768309,1
1717167300000,67413.9,67498.7,67407.8,67485.6,67.79034938,4572853.735363978,4572853.735363978,1
1717167000000,67448.3,67536.0,67344.5,67411.7,107.26324003,7233859.998271559,7233859.998271559,1
1717166700000,67351.6,67459.3,67255.3,67448.3,188.09542853,12667269.17092769,12667269.17092769,1
1717166400000,67482.0,67517.9,67333.4,67350.5,130.76911884,8818542.640001915,8818542.640001915,1
