ts,o,h,l,c,vol,volCcy,volCcyQuote,confirm
1717171200000,67209.7,67346.9,66654.1,67197.6,991.83116828,66410538.141314946,66410538.141314946,1
1717167600000,67488.0,67539.9,67200.1,67209.6,394.12000191,26546182.869355746,26546182.869355746,1
1717164000000,68075.5,68077.0,67255.3,67485.6,1134.42437456,76707608.27965736,76707608.27965736,1
1717160400000,68632.3,68817.5,68016.4,68074.9,402.93625256,27566881.37385072,27566881.37385072,1
1717156800000,68355.9,69049.6,68323.6,68632.3,512.00363442,35213355.0510388,35213355.0510388,1
1717153200000,68331.4,68462.3,68278.1,68356.0,150.84365949,10314641.733684627,10314641.733684627,1
1717149600000,67949.3,68331.4,67926.1,68331.3,219.59167663,14976963.691139115,14976963.691139115,1
1717146000000,68128.8,68186.2,67870.7,67949.2,138.79800906,9435550.847330304,9435550.847330304,1
1717142400000,68169.5,68313.5,68128.7,68128.8,82.40140967,5621293.734372584,5621293.734372584,1
1717138800000,68275.8,68423.3,68070.1,68169.5,333.71856513,22772233.445941698,22772233.445941698,1
1717135200000,68440.2,68459.3,68210.5,68275.8,95.20901646,6505488.316981246,6505488.316981246,1
1717131600000,68518.6,68518.6,68287.2,68440.2,164.27059082,11233618.172495957,11233618.172495957,1
1717128000000,68533.1,68654.7,68462.3,68518.5,191.34629281,13113453.565649914,13113453.565649914,1
1717124400000,68542.5,68631.6,68490.0,68533.0,122.11704051,8372084.0284325,8372084.0284325,1
1717120800000,68455.5,68748.7,68433.4,68542.6,395.43067584,27118243.07310641,27118243.07310641,1
1717117200000,68473.8,68659.3,68312.6,68455.4,538.02519945,36869964.77344523,36869964.77344523,1
1717113600000,68358.5,68491.5,68277.1,68473.8,143.13709551,9787824.451511376,9787824.451511376,1
1717110000000,68317.8,68526.9,68250.1,68357.9,80.63357933,5513148.530166332,5513148.530166332,1
1717106400000,68416.4,68443.6,68234.1,68317.8,80.664546,5512091.679174196,5512091.679174196,1
1717102800000,68474.2,68536.0,68324.3,68416.4,53.93091699,3690065.873398752,3690065.873398752,1
1717099200000,68666.3,68673.1,68039.6,68471.4,191.16614303,13058201.16140149,13058201.16140149,1
1717095600000,69370.6,69377.6,68430.9,68666.2,258.81594855,17817074.04368232,17817074.04368232,1
1717092000000,69320.0,69423.9,69084.1,69370.8,196.7231457,13627126.019074405,13627126.019074405,1
1717088400000,68686.8,69515.0,68673.2,69319.9,834.47889086,57727765.421869025,57727765.421869025,1
1717084800000,68532.0,68710.0,68350.6,68686.8,262.4056353,17972268.161371365,17972268.161371365,1
1717081200000,68362.3,68619.9,68147.3,68532.1,287.16226912,19653301.699596547,19653301.699596547,1
1717077600000,68615.9,68823.9,68260.0,68362.4,597.47448953,40995440.1523914,40995440.1523914,1
1717074000000,68143.1,68678.1,68052.7,68616.0,694.84554123,47520035.51916313,47520035.51916313,1
1717070400000,67799.5,68324.6,67733.3,68143.1,787.97164562,53563223.47984444,53563223.47984444,1
1717066800000,67942.6,68115.7,67795.4,67799.7,504.20128135,34231656.166850224,34231656.166850224,1
1717063200000,67745.9,67993.2,67547.2,67942.6,307.70185768,20848866.639003407,20848866.639003407,1
1717059600000,67692.4,67759.1,67467.8,67742.1,153.21405706,10364770.945787085,10364770.945787085,1
1717056000000,67587.2,67768.0,67123.9,67692.4,473.66890636,31919913.438626975,31919913.438626975,1
1717052400000,67838.0,68039.5,67520.9,67587.2,322.48733978,21856328.05558437,21856328.05558437,1
1717048800000,68147.9,68192.0,67740.3,67837.0,301.55292323,20487731.56467494,20487731.56467494,1
1717045200000,68177.4,68204.3,67972.8,68147.9,169.55353615,11548018.244199067,11548018.244199067,1
1717041600000,68130.4,68429.9,67989.7,68177.6,549.69039133,37489206.9290848,37489206.9290848,1
1717038000000,67945.7,68188.0,67911.7,68131.6,183.1309927,12464196.084688006,12464196.084688006,1
1717034400000,67803.3,68229.2,67778.6,67945.7,439.68459005,29926868.36844042,29926868.36844042,1
1717030800000,67575.3,67863.1,67469.8,67806.6,159.36389181,10787297.84262991,10787297.84262991,1
1717027200000,67647.6,67844.3,67538.3,67575.2,142.72703357,9663994.425436173,9663994.425436173,1
1717023600000,67679.0,67730.2,67572.0,67647.7,82.56861578,5586198.760929242,5586198.760929242,1
1717020000000,67694.8,67827.3,67600.1,67679.0,71.76643962,4857315.351097885,4857315.351097885,1
1717016400000,67469.5,67843.2,67322.3,67694.9,101.23502241,6841800.560674922,6841800.560674922,1
1717012800000,67267.4,67488.0,67142.1,67469.5,69.74908693,4693483.670788913,4693483.670788913,1
1717009200000,67397.7,67769.9,67222.3,67266.2,167.7508988,11318814.451529333,11318814.451529333,1
1717005600000,67612.4,67623.0,67220.1,67397.6,115.40459615,7779777.226500132,7779777.226500132,1
1717002000000,67560.0,67690.9,67324.3,67612.3,207.86437835,14038844.309907319,14038844.309907319,1
1716998400000,67380.1,67726.9,67137.5,67560.1,539.72013448,36350151.67206023,36350151.67206023,1
1716994800000,67634.0,67859.8,67300.0,67380.0,581.11758467,39232130.44608573,39232130.44608573,1
1716991200000,67893.5,67966.5,67516.0,67634.0,272.59922815,18465935.628533203,18465935.628533203,1
1716987600000,67894.7,68272.4,67591.4,67884.2,386.06582263,26216103.019264895,26216103.019264895,1
1716984000000,67773.6,68029.5,67592.9,67894.6,203.24054574,13785513.773204254,13785513.773204254,1
1716980400000,67994.7,68003.3,67733.9,67771.9,160.76712864,10910237.0167947,10910237.0167947,1
1716976800000,67908.0,68028.0,67794.1,67994.6,174.6810985,11867476.819967205,11867476.819967205,1
1716973200000,67870.0,68035.0,67680.0,67904.4,339.75083686,23041993.202498946,23041993.202498946,1
1716969600000,67944.7,68007.6,67600.0,67869.9,386.74556379,26223684.984439693,26223684.984439693,1
1716966000000,68512.0,68540.0,67944.3,67944.7,336.36878864,22949896.76626507,22949896.76626507,1
1716962400000,68593.6,68675.8,68472.9,68512.0,101.46214686,6959554.871346527,6959554.871346527,1
